	x (m)	y (m)	Mesure ch1 (V)	Mesure ch2 (V)
18992	-4.0000e-04	-1.2000e-03	 6.2901e+00	 9.7535e+00
18993	-2.0000e-04	-1.2000e-03	 6.3056e+00	 9.8117e+00
18994	 0.0000e+00	-1.2000e-03	 6.2980e+00	 9.8288e+00
18995	 2.0000e-04	-1.2000e-03	 6.3082e+00	 9.8433e+00
18996	 4.0000e-04	-1.2000e-03	 6.3075e+00	 9.8255e+00
18997	 6.0000e-04	-1.2000e-03	 6.2931e+00	 9.8252e+00
18998	 8.0000e-04	-1.2000e-03	 6.2661e+00	 9.8140e+00
18999	 1.0000e-03	-1.2000e-03	 6.2237e+00	 9.7700e+00
19000	 1.2000e-03	-1.2000e-03	 6.1741e+00	 9.7174e+00
19001	 1.4000e-03	-1.2000e-03	 6.1179e+00	 9.6539e+00
19002	 1.6000e-03	-1.2000e-03	 6.0179e+00	 9.7480e+00
19003	 1.8000e-03	-1.2000e-03	 5.9022e+00	 9.6990e+00
19004	 2.0000e-03	-1.2000e-03	 5.8513e+00	 4.6137e-01
19005	 2.2000e-03	-1.2000e-03	 5.7063e+00	 6.9672e-01
19006	 2.4000e-03	-1.2000e-03	 5.5978e+00	 6.6139e-01
19007	 2.6000e-03	-1.2000e-03	 5.5352e+00	 4.8372e-01
19008	 2.8000e-03	-1.2000e-03	 5.3779e+00	 7.3551e-01
19009	 3.0000e-03	-1.2000e-03	 5.3094e+00	 6.8785e-01
19010	 3.2000e-03	-1.2000e-03	 5.1163e+00	 9.1072e-01
19011	 3.4000e-03	-1.2000e-03	 5.0173e+00	 9.3997e-01
19012	 3.6000e-03	-1.2000e-03	 4.8638e+00	 1.5409e+00
19013	 3.8000e-03	-1.2000e-03	 4.7807e+00	 1.6326e+00
19014	 4.0000e-03	-1.2000e-03	 4.7984e+00	 1.7664e+00
19015	 4.2000e-03	-1.2000e-03	 4.4579e+00	 2.3196e+00
19016	 4.4000e-03	-1.2000e-03	 4.4605e+00	 2.4323e+00
19017	 4.6000e-03	-1.2000e-03	 4.3714e+00	 3.1880e+00
19018	 4.8000e-03	-1.2000e-03	 4.3730e+00	 5.2649e+00
19019	 5.0000e-03	-1.2000e-03	 4.2320e+00	 5.9639e+00
19020	 5.2000e-03	-1.2000e-03	 4.1722e+00	 5.6376e+00
19021	 5.4000e-03	-1.2000e-03	 4.2688e+00	 5.8695e+00
19022	 5.6000e-03	-1.2000e-03	 4.3464e+00	 5.5591e+00
19023	 5.8000e-03	-1.2000e-03	 4.2981e+00	 6.1008e+00
19024	 6.0000e-03	-1.2000e-03	 4.3471e+00	 6.6064e+00
19025	 6.2000e-03	-1.2000e-03	 4.2764e+00	 6.1787e+00
19026	 6.4000e-03	-1.2000e-03	 4.3458e+00	 6.1323e+00
19027	 6.6000e-03	-1.2000e-03	 4.2780e+00	 7.0352e+00
19028	 6.8000e-03	-1.2000e-03	 4.4039e+00	 5.6688e+00
19029	 7.0000e-03	-1.2000e-03	 4.2629e+00	 3.7228e+00
19030	 7.2000e-03	-1.2000e-03	 4.4417e+00	 4.0297e+00
19031	 7.4000e-03	-1.2000e-03	 4.4270e+00	 3.9063e+00
19032	 7.6000e-03	-1.2000e-03	 4.4491e+00	 3.1839e+00
19033	 7.8000e-03	-1.2000e-03	 4.3888e+00	 4.7077e+00
19034	 8.0000e-03	-1.2000e-03	 4.4092e+00	 3.1841e+00
19035	 8.2000e-03	-1.2000e-03	 4.4256e+00	 3.9666e+00
19036	 8.4000e-03	-1.2000e-03	 4.3698e+00	 3.3121e+00
19037	 8.6000e-03	-1.2000e-03	 4.3277e+00	 2.7342e+00
19038	 8.8000e-03	-1.2000e-03	 4.3934e+00	 2.6411e+00
19039	 9.0000e-03	-1.2000e-03	 4.3467e+00	 2.8462e+00
19040	 9.2000e-03	-1.2000e-03	 4.5090e+00	 2.9211e+00
19041	 9.4000e-03	-1.2000e-03	 4.3247e+00	 3.0958e+00
19042	 9.6000e-03	-1.2000e-03	 4.3714e+00	 3.6795e+00
19043	 9.8000e-03	-1.2000e-03	 4.4726e+00	 3.3872e+00
19044	 1.0000e-02	-1.2000e-03	 4.4003e+00	 2.8590e+00
19045	 1.0200e-02	-1.2000e-03	 4.4805e+00	 3.0067e+00
19046	 1.0400e-02	-1.2000e-03	 4.2261e+00	 3.1308e+00
19047	 1.0600e-02	-1.2000e-03	 4.4105e+00	 3.7556e+00
19048	 1.0800e-02	-1.2000e-03	 4.2093e+00	 3.7117e+00
19049	 1.1000e-02	-1.2000e-03	 4.3819e+00	 4.0900e+00
19050	 1.1200e-02	-1.2000e-03	 4.2580e+00	 4.1715e+00
19051	 1.1400e-02	-1.2000e-03	 4.3464e+00	 4.1936e+00
19052	 1.1600e-02	-1.2000e-03	 4.4746e+00	 3.9451e+00
19053	 1.1800e-02	-1.2000e-03	 4.3681e+00	 4.4125e+00
19054	 1.2000e-02	-1.2000e-03	 4.2904e+00	 4.1696e+00
19055	 1.2200e-02	-1.2000e-03	 4.3796e+00	 4.7353e+00
19056	 1.2400e-02	-1.2000e-03	 4.3122e+00	 5.2164e+00
19057	 1.2600e-02	-1.2000e-03	 4.3040e+00	 3.5499e+00
19058	 1.2800e-02	-1.2000e-03	 4.3786e+00	 4.6738e+00
19059	 1.3000e-02	-1.2000e-03	 4.2823e+00	 4.4181e+00
19060	 1.3200e-02	-1.2000e-03	 4.3408e+00	 4.9246e+00
19061	 1.3400e-02	-1.2000e-03	 4.2994e+00	 5.8809e+00
19062	 1.3600e-02	-1.2000e-03	 4.2948e+00	 3.8282e+00
19063	 1.3800e-02	-1.2000e-03	 4.2190e+00	 4.8236e+00
19064	 1.4000e-02	-1.2000e-03	 4.2938e+00	 6.1672e+00
19065	 1.4200e-02	-1.2000e-03	 4.3717e+00	 4.6531e+00
19066	 1.4400e-02	-1.2000e-03	 4.3369e+00	 4.2611e+00
19067	 1.4600e-02	-1.2000e-03	 4.3980e+00	 5.2655e+00
19068	 1.4800e-02	-1.2000e-03	 4.2912e+00	 4.9292e+00
19069	 1.5000e-02	-1.2000e-03	 4.3675e+00	 4.8895e+00
19070	 1.5200e-02	-1.2000e-03	 4.4562e+00	 4.2481e+00
19071	 1.5400e-02	-1.2000e-03	 4.3796e+00	 5.2767e+00
19072	 1.5600e-02	-1.2000e-03	 4.2915e+00	 4.9424e+00
19073	 1.5800e-02	-1.2000e-03	 4.3882e+00	 3.8183e+00
19074	 1.6000e-02	-1.2000e-03	 4.2945e+00	 4.5519e+00
19075	 1.6200e-02	-1.2000e-03	 4.3244e+00	 3.3404e+00
19076	 1.6400e-02	-1.2000e-03	 4.3303e+00	 3.5402e+00
19077	 1.6600e-02	-1.2000e-03	 4.2965e+00	 3.1496e+00
19078	 1.6800e-02	-1.2000e-03	 4.4381e+00	 3.6778e+00
19079	 1.7000e-02	-1.2000e-03	 4.3267e+00	 2.9681e+00
19080	 1.7200e-02	-1.2000e-03	 4.3313e+00	 3.7845e+00
19081	 1.7400e-02	-1.2000e-03	 4.3734e+00	 3.4244e+00
19082	 1.7600e-02	-1.2000e-03	 4.3694e+00	 3.9267e+00
19083	 1.7800e-02	-1.2000e-03	 4.3507e+00	 3.4630e+00
19084	 1.8000e-02	-1.2000e-03	 4.3698e+00	 3.6985e+00
19085	 1.8200e-02	-1.2000e-03	 4.3724e+00	 3.4520e+00
19086	 1.8400e-02	-1.2000e-03	 4.4066e+00	 3.0266e+00
19087	 1.8600e-02	-1.2000e-03	 4.3431e+00	 3.1772e+00
19088	 1.8800e-02	-1.2000e-03	 4.3615e+00	 3.7383e+00
19089	 1.9000e-02	-1.2000e-03	 4.3270e+00	 3.4801e+00
19090	 1.9200e-02	-1.2000e-03	 4.4464e+00	 3.7735e+00
19091	 1.9400e-02	-1.2000e-03	 4.4201e+00	 3.8560e+00
19092	 1.9600e-02	-1.2000e-03	 4.2919e+00	 4.1268e+00
19093	 1.9800e-02	-1.2000e-03	 4.3126e+00	 3.2387e+00
19094	 2.0000e-02	-1.2000e-03	 4.3464e+00	 3.4789e+00
19095	-2.0000e-02	-1.0000e-03	 4.3941e+00	 3.7748e+00
19096	-1.9800e-02	-1.0000e-03	 4.3645e+00	 4.4996e+00
19097	-1.9600e-02	-1.0000e-03	 4.3034e+00	 3.8862e+00
19098	-1.9400e-02	-1.0000e-03	 4.3747e+00	 5.1035e+00
19099	-1.9200e-02	-1.0000e-03	 4.3497e+00	 5.1051e+00
19100	-1.9000e-02	-1.0000e-03	 4.2437e+00	 4.5854e+00
19101	-1.8800e-02	-1.0000e-03	 4.3711e+00	 4.7583e+00
19102	-1.8600e-02	-1.0000e-03	 4.2596e+00	 5.6774e+00
19103	-1.8400e-02	-1.0000e-03	 4.3323e+00	 4.4779e+00
19104	-1.8200e-02	-1.0000e-03	 4.3247e+00	 6.5353e+00
19105	-1.8000e-02	-1.0000e-03	 4.2490e+00	 6.5307e+00
19106	-1.7800e-02	-1.0000e-03	 4.3882e+00	 5.4940e+00
19107	-1.7600e-02	-1.0000e-03	 4.1614e+00	 5.1238e+00
19108	-1.7400e-02	-1.0000e-03	 4.3463e+00	 5.4746e+00
19109	-1.7200e-02	-1.0000e-03	 4.4815e+00	 4.3951e+00
19110	-1.7000e-02	-1.0000e-03	 4.4191e+00	 5.8700e+00
19111	-1.6800e-02	-1.0000e-03	 4.3734e+00	 4.6327e+00
19112	-1.6600e-02	-1.0000e-03	 4.4802e+00	 6.1307e+00
19113	-1.6400e-02	-1.0000e-03	 4.3081e+00	 4.6965e+00
19114	-1.6200e-02	-1.0000e-03	 4.4049e+00	 5.6649e+00
19115	-1.6000e-02	-1.0000e-03	 4.2882e+00	 5.1173e+00
19116	-1.5800e-02	-1.0000e-03	 4.3931e+00	 5.8618e+00
19117	-1.5600e-02	-1.0000e-03	 4.2836e+00	 6.4860e+00
19118	-1.5400e-02	-1.0000e-03	 4.3806e+00	 5.3635e+00
19119	-1.5200e-02	-1.0000e-03	 4.4513e+00	 6.2129e+00
19120	-1.5000e-02	-1.0000e-03	 4.2912e+00	 6.1376e+00
19121	-1.4800e-02	-1.0000e-03	 4.2570e+00	 5.1613e+00
19122	-1.4600e-02	-1.0000e-03	 4.1896e+00	 5.4524e+00
19123	-1.4400e-02	-1.0000e-03	 4.4210e+00	 5.7869e+00
19124	-1.4200e-02	-1.0000e-03	 4.1972e+00	 5.9180e+00
19125	-1.4000e-02	-1.0000e-03	 4.1535e+00	 6.2058e+00
19126	-1.3800e-02	-1.0000e-03	 4.3201e+00	 5.5827e+00
19127	-1.3600e-02	-1.0000e-03	 4.3264e+00	 5.9561e+00
19128	-1.3400e-02	-1.0000e-03	 4.1719e+00	 5.5117e+00
19129	-1.3200e-02	-1.0000e-03	 4.2310e+00	 4.8185e+00
19130	-1.3000e-02	-1.0000e-03	 4.4217e+00	 4.6656e+00
19131	-1.2800e-02	-1.0000e-03	 4.1947e+00	 4.7057e+00
19132	-1.2600e-02	-1.0000e-03	 4.3878e+00	 5.0348e+00
19133	-1.2400e-02	-1.0000e-03	 4.3813e+00	 4.0585e+00
19134	-1.2200e-02	-1.0000e-03	 4.2886e+00	 4.4551e+00
19135	-1.2000e-02	-1.0000e-03	 4.2011e+00	 5.1676e+00
19136	-1.1800e-02	-1.0000e-03	 4.4496e+00	 4.4138e+00
19137	-1.1600e-02	-1.0000e-03	 4.2264e+00	 4.2662e+00
19138	-1.1400e-02	-1.0000e-03	 4.4907e+00	 4.1288e+00
19139	-1.1200e-02	-1.0000e-03	 4.3303e+00	 3.7100e+00
19140	-1.1000e-02	-1.0000e-03	 4.3880e+00	 3.8642e+00
19141	-1.0800e-02	-1.0000e-03	 4.4789e+00	 3.1704e+00
19142	-1.0600e-02	-1.0000e-03	 4.5305e+00	 3.3862e+00
19143	-1.0400e-02	-1.0000e-03	 4.4477e+00	 2.7091e+00
19144	-1.0200e-02	-1.0000e-03	 4.2716e+00	 3.2577e+00
19145	-1.0000e-02	-1.0000e-03	 4.3829e+00	 3.1519e+00
19146	-9.8000e-03	-1.0000e-03	 4.5506e+00	 2.3755e+00
19147	-9.6000e-03	-1.0000e-03	 4.4247e+00	 3.0431e+00
19148	-9.4000e-03	-1.0000e-03	 4.5114e+00	 3.5059e+00
19149	-9.2000e-03	-1.0000e-03	 4.3753e+00	 2.9113e+00
19150	-9.0000e-03	-1.0000e-03	 4.3497e+00	 3.1096e+00
19151	-8.8000e-03	-1.0000e-03	 4.4227e+00	 3.0276e+00
19152	-8.6000e-03	-1.0000e-03	 4.4306e+00	 2.4184e+00
19153	-8.4000e-03	-1.0000e-03	 4.3405e+00	 2.9808e+00
19154	-8.2000e-03	-1.0000e-03	 4.3293e+00	 3.8162e+00
19155	-8.0000e-03	-1.0000e-03	 4.4454e+00	 2.5546e+00
19156	-7.8000e-03	-1.0000e-03	 4.4286e+00	 3.7817e+00
19157	-7.6000e-03	-1.0000e-03	 4.4151e+00	 5.0551e+00
19158	-7.4000e-03	-1.0000e-03	 4.5285e+00	 5.1855e+00
19159	-7.2000e-03	-1.0000e-03	 4.4421e+00	 6.7549e+00
19160	-7.0000e-03	-1.0000e-03	 4.3431e+00	 5.9578e+00
19161	-6.8000e-03	-1.0000e-03	 4.3458e+00	 6.8312e+00
19162	-6.6000e-03	-1.0000e-03	 4.4279e+00	 6.2079e+00
19163	-6.4000e-03	-1.0000e-03	 4.5032e+00	 6.9942e+00
19164	-6.2000e-03	-1.0000e-03	 4.4394e+00	 6.5557e+00
19165	-6.0000e-03	-1.0000e-03	 4.4158e+00	 6.0446e+00
19166	-5.8000e-03	-1.0000e-03	 4.3773e+00	 5.9749e+00
19167	-5.6000e-03	-1.0000e-03	 4.4276e+00	 5.2793e+00
19168	-5.4000e-03	-1.0000e-03	 4.4187e+00	 5.4565e+00
19169	-5.2000e-03	-1.0000e-03	 4.1877e+00	 4.6084e+00
19170	-5.0000e-03	-1.0000e-03	 4.3711e+00	 4.4914e+00
19171	-4.8000e-03	-1.0000e-03	 4.5335e+00	 4.3182e+00
19172	-4.6000e-03	-1.0000e-03	 4.6124e+00	 3.7584e+00
19173	-4.4000e-03	-1.0000e-03	 4.6636e+00	 3.1854e+00
19174	-4.2000e-03	-1.0000e-03	 4.6801e+00	 2.8301e+00
19175	-4.0000e-03	-1.0000e-03	 4.7235e+00	 2.5447e+00
19176	-3.8000e-03	-1.0000e-03	 4.9825e+00	 2.1092e+00
19177	-3.6000e-03	-1.0000e-03	 5.0984e+00	 1.8778e+00
19178	-3.4000e-03	-1.0000e-03	 5.1110e+00	 1.7200e+00
19179	-3.2000e-03	-1.0000e-03	 5.2639e+00	 1.5560e+00
19180	-3.0000e-03	-1.0000e-03	 5.3618e+00	 1.2953e+00
19181	-2.8000e-03	-1.0000e-03	 5.4134e+00	 1.1918e+00
19182	-2.6000e-03	-1.0000e-03	 5.5143e+00	 9.3701e-01
19183	-2.4000e-03	-1.0000e-03	 5.6518e+00	 7.9205e-01
19184	-2.2000e-03	-1.0000e-03	 5.7392e+00	 6.9114e-01
19185	-2.0000e-03	-1.0000e-03	 5.8214e+00	 4.9358e-01
19186	-1.8000e-03	-1.0000e-03	 5.9466e+00	 4.4953e-01
19187	-1.6000e-03	-1.0000e-03	 6.0350e+00	 3.2462e-01
19188	-1.4000e-03	-1.0000e-03	 6.1159e+00	 2.6874e-01
19189	-1.2000e-03	-1.0000e-03	 6.1751e+00	 2.1516e-01
19190	-1.0000e-03	-1.0000e-03	 6.2148e+00	 1.9906e-01
19191	-8.0000e-04	-1.0000e-03	 6.2783e+00	 2.1391e+00
19192	-6.0000e-04	-1.0000e-03	 6.3141e+00	 9.8196e+00
19193	-4.0000e-04	-1.0000e-03	 6.3549e+00	 9.8275e+00
19194	-2.0000e-04	-1.0000e-03	 6.3552e+00	 9.8627e+00
19195	 0.0000e+00	-1.0000e-03	 6.3920e+00	 9.8275e+00
19196	 2.0000e-04	-1.0000e-03	 6.3947e+00	 9.8495e+00
19197	 4.0000e-04	-1.0000e-03	 6.3779e+00	 9.8022e+00
19198	 6.0000e-04	-1.0000e-03	 6.3684e+00	 9.8032e+00
19199	 8.0000e-04	-1.0000e-03	 6.3335e+00	 9.8564e+00
19200	 1.0000e-03	-1.0000e-03	 6.2845e+00	 9.8071e+00
19201	 1.2000e-03	-1.0000e-03	 6.2549e+00	 9.6694e+00
19202	 1.4000e-03	-1.0000e-03	 6.1856e+00	 9.7384e+00
19203	 1.6000e-03	-1.0000e-03	 6.1267e+00	 9.7384e+00
19204	 1.8000e-03	-1.0000e-03	 6.0143e+00	 9.0420e+00
19205	 2.0000e-03	-1.0000e-03	 5.9272e+00	 9.5586e+00
19206	 2.2000e-03	-1.0000e-03	 5.8233e+00	 4.3376e-01
19207	 2.4000e-03	-1.0000e-03	 5.7418e+00	 3.8938e-01
19208	 2.6000e-03	-1.0000e-03	 5.5867e+00	 6.1783e-01
19209	 2.8000e-03	-1.0000e-03	 5.4504e+00	 4.4526e-01
19210	 3.0000e-03	-1.0000e-03	 5.3868e+00	 5.3434e-01
19211	 3.2000e-03	-1.0000e-03	 5.2402e+00	 8.3215e-01
19212	 3.4000e-03	-1.0000e-03	 5.1284e+00	 1.0619e+00
19213	 3.6000e-03	-1.0000e-03	 4.9233e+00	 1.0563e+00
19214	 3.8000e-03	-1.0000e-03	 4.9054e+00	 1.4699e+00
19215	 4.0000e-03	-1.0000e-03	 4.7330e+00	 1.5688e+00
19216	 4.2000e-03	-1.0000e-03	 4.5022e+00	 2.4925e+00
19217	 4.4000e-03	-1.0000e-03	 4.4976e+00	 2.9717e+00
19218	 4.6000e-03	-1.0000e-03	 4.3011e+00	 3.7886e+00
19219	 4.8000e-03	-1.0000e-03	 4.3167e+00	 4.7636e+00
19220	 5.0000e-03	-1.0000e-03	 4.4033e+00	 6.1261e+00
19221	 5.2000e-03	-1.0000e-03	 4.2324e+00	 6.1553e+00
19222	 5.4000e-03	-1.0000e-03	 4.3969e+00	 5.8171e+00
19223	 5.6000e-03	-1.0000e-03	 4.2596e+00	 6.3647e+00
19224	 5.8000e-03	-1.0000e-03	 4.5111e+00	 5.8102e+00
19225	 6.0000e-03	-1.0000e-03	 4.2133e+00	 6.4208e+00
19226	 6.2000e-03	-1.0000e-03	 4.3415e+00	 6.4916e+00
19227	 6.4000e-03	-1.0000e-03	 4.3191e+00	 6.0617e+00
19228	 6.6000e-03	-1.0000e-03	 4.4217e+00	 7.6767e+00
19229	 6.8000e-03	-1.0000e-03	 4.3375e+00	 5.2560e+00
19230	 7.0000e-03	-1.0000e-03	 4.3635e+00	 6.0341e+00
19231	 7.2000e-03	-1.0000e-03	 4.5068e+00	 3.9664e+00
19232	 7.4000e-03	-1.0000e-03	 4.4851e+00	 3.1220e+00
19233	 7.6000e-03	-1.0000e-03	 4.4352e+00	 2.9579e+00
19234	 7.8000e-03	-1.0000e-03	 4.4345e+00	 3.8070e+00
19235	 8.0000e-03	-1.0000e-03	 4.2462e+00	 3.9812e+00
19236	 8.2000e-03	-1.0000e-03	 4.3211e+00	 3.8320e+00
19237	 8.4000e-03	-1.0000e-03	 4.3895e+00	 4.6771e+00
19238	 8.6000e-03	-1.0000e-03	 4.4039e+00	 3.4362e+00
19239	 8.8000e-03	-1.0000e-03	 4.3369e+00	 2.5324e+00
19240	 9.0000e-03	-1.0000e-03	 4.3382e+00	 2.9617e+00
19241	 9.2000e-03	-1.0000e-03	 4.4542e+00	 2.7213e+00
19242	 9.4000e-03	-1.0000e-03	 4.5187e+00	 3.6456e+00
19243	 9.6000e-03	-1.0000e-03	 4.4352e+00	 3.3761e+00
19244	 9.8000e-03	-1.0000e-03	 4.3911e+00	 3.2866e+00
19245	 1.0000e-02	-1.0000e-03	 4.3678e+00	 3.0023e+00
19246	 1.0200e-02	-1.0000e-03	 4.3553e+00	 3.6328e+00
19247	 1.0400e-02	-1.0000e-03	 4.4319e+00	 3.0253e+00
19248	 1.0600e-02	-1.0000e-03	 4.4164e+00	 3.5874e+00
19249	 1.0800e-02	-1.0000e-03	 4.5032e+00	 3.5749e+00
19250	 1.1000e-02	-1.0000e-03	 4.4302e+00	 4.1719e+00
19251	 1.1200e-02	-1.0000e-03	 4.3168e+00	 4.6991e+00
19252	 1.1400e-02	-1.0000e-03	 4.3773e+00	 4.3599e+00
19253	 1.1600e-02	-1.0000e-03	 4.3796e+00	 3.9865e+00
19254	 1.1800e-02	-1.0000e-03	 4.2294e+00	 4.8546e+00
19255	 1.2000e-02	-1.0000e-03	 4.3791e+00	 4.9637e+00
19256	 1.2200e-02	-1.0000e-03	 4.2718e+00	 4.5716e+00
19257	 1.2400e-02	-1.0000e-03	 4.3671e+00	 4.4250e+00
19258	 1.2600e-02	-1.0000e-03	 4.3168e+00	 4.9164e+00
19259	 1.2800e-02	-1.0000e-03	 4.4427e+00	 4.8520e+00
19260	 1.3000e-02	-1.0000e-03	 4.2991e+00	 4.7613e+00
19261	 1.3200e-02	-1.0000e-03	 4.2498e+00	 4.8842e+00
19262	 1.3400e-02	-1.0000e-03	 4.2110e+00	 4.9483e+00
19263	 1.3600e-02	-1.0000e-03	 4.3635e+00	 4.0565e+00
19264	 1.3800e-02	-1.0000e-03	 4.2665e+00	 4.9713e+00
19265	 1.4000e-02	-1.0000e-03	 4.4394e+00	 5.3927e+00
19266	 1.4200e-02	-1.0000e-03	 4.2550e+00	 4.5050e+00
19267	 1.4400e-02	-1.0000e-03	 4.3740e+00	 4.1689e+00
19268	 1.4600e-02	-1.0000e-03	 4.3829e+00	 4.5486e+00
19269	 1.4800e-02	-1.0000e-03	 4.2153e+00	 5.9828e+00
19270	 1.5000e-02	-1.0000e-03	 4.3698e+00	 5.6892e+00
19271	 1.5200e-02	-1.0000e-03	 4.2675e+00	 5.8168e+00
19272	 1.5400e-02	-1.0000e-03	 4.3799e+00	 5.1459e+00
19273	 1.5600e-02	-1.0000e-03	 4.3297e+00	 3.7620e+00
19274	 1.5800e-02	-1.0000e-03	 4.3799e+00	 5.4151e+00
19275	 1.6000e-02	-1.0000e-03	 4.3514e+00	 4.1370e+00
19276	 1.6200e-02	-1.0000e-03	 4.2994e+00	 4.0266e+00
19277	 1.6400e-02	-1.0000e-03	 4.4201e+00	 3.8987e+00
19278	 1.6600e-02	-1.0000e-03	 4.3924e+00	 4.9759e+00
19279	 1.6800e-02	-1.0000e-03	 4.3522e+00	 4.9736e+00
19280	 1.7000e-02	-1.0000e-03	 4.4917e+00	 3.4047e+00
19281	 1.7200e-02	-1.0000e-03	 4.5463e+00	 3.7051e+00
19282	 1.7400e-02	-1.0000e-03	 4.4250e+00	 2.9412e+00
19283	 1.7600e-02	-1.0000e-03	 4.4125e+00	 2.3715e+00
19284	 1.7800e-02	-1.0000e-03	 4.4595e+00	 3.9567e+00
19285	 1.8000e-02	-1.0000e-03	 4.4049e+00	 5.1421e+00
19286	 1.8200e-02	-1.0000e-03	 4.3178e+00	 2.8485e+00
19287	 1.8400e-02	-1.0000e-03	 4.3537e+00	 3.4809e+00
19288	 1.8600e-02	-1.0000e-03	 4.4924e+00	 2.7354e+00
19289	 1.8800e-02	-1.0000e-03	 4.3661e+00	 2.8968e+00
19290	 1.9000e-02	-1.0000e-03	 4.3471e+00	 2.9037e+00
19291	 1.9200e-02	-1.0000e-03	 4.4128e+00	 2.9678e+00
19292	 1.9400e-02	-1.0000e-03	 4.4066e+00	 4.7452e+00
19293	 1.9600e-02	-1.0000e-03	 4.3790e+00	 3.6732e+00
19294	 1.9800e-02	-1.0000e-03	 4.3109e+00	 3.0095e+00
19295	 2.0000e-02	-1.0000e-03	 4.3451e+00	 3.9342e+00
19296	-2.0000e-02	-8.0000e-04	 4.1798e+00	 3.8622e+00
19297	-1.9800e-02	-8.0000e-04	 4.4296e+00	 4.9232e+00
19298	-1.9600e-02	-8.0000e-04	 4.3915e+00	 2.9274e+00
19299	-1.9400e-02	-8.0000e-04	 4.4023e+00	 3.5483e+00
19300	-1.9200e-02	-8.0000e-04	 4.3676e+00	 6.0894e+00
19301	-1.9000e-02	-8.0000e-04	 4.3668e+00	 5.5434e+00
19302	-1.8800e-02	-8.0000e-04	 4.4348e+00	 5.0262e+00
19303	-1.8600e-02	-8.0000e-04	 4.3336e+00	 5.6685e+00
19304	-1.8400e-02	-8.0000e-04	 4.2278e+00	 4.2245e+00
19305	-1.8200e-02	-8.0000e-04	 4.3987e+00	 5.8830e+00
19306	-1.8000e-02	-8.0000e-04	 4.2235e+00	 5.5817e+00
19307	-1.7800e-02	-8.0000e-04	 4.3244e+00	 5.0339e+00
19308	-1.7600e-02	-8.0000e-04	 4.1827e+00	 4.7050e+00
19309	-1.7400e-02	-8.0000e-04	 4.2817e+00	 5.9134e+00
19310	-1.7200e-02	-8.0000e-04	 4.3175e+00	 5.5209e+00
19311	-1.7000e-02	-8.0000e-04	 4.3086e+00	 5.1917e+00
19312	-1.6800e-02	-8.0000e-04	 4.3412e+00	 4.7652e+00
19313	-1.6600e-02	-8.0000e-04	 4.3119e+00	 3.9761e+00
19314	-1.6400e-02	-8.0000e-04	 4.2641e+00	 5.4654e+00
19315	-1.6200e-02	-8.0000e-04	 4.2817e+00	 4.4210e+00
19316	-1.6000e-02	-8.0000e-04	 4.2425e+00	 6.1486e+00
19317	-1.5800e-02	-8.0000e-04	 4.3119e+00	 6.4456e+00
19318	-1.5600e-02	-8.0000e-04	 4.4003e+00	 4.9923e+00
19319	-1.5400e-02	-8.0000e-04	 4.3487e+00	 5.6866e+00
19320	-1.5200e-02	-8.0000e-04	 4.3474e+00	 5.8934e+00
19321	-1.5000e-02	-8.0000e-04	 4.3737e+00	 5.9409e+00
19322	-1.4800e-02	-8.0000e-04	 4.3211e+00	 5.1304e+00
19323	-1.4600e-02	-8.0000e-04	 4.2416e+00	 6.7740e+00
19324	-1.4400e-02	-8.0000e-04	 4.3040e+00	 5.1491e+00
19325	-1.4200e-02	-8.0000e-04	 4.3264e+00	 5.7589e+00
19326	-1.4000e-02	-8.0000e-04	 4.3306e+00	 5.4162e+00
19327	-1.3800e-02	-8.0000e-04	 4.3198e+00	 6.0400e+00
19328	-1.3600e-02	-8.0000e-04	 4.3993e+00	 6.1859e+00
19329	-1.3400e-02	-8.0000e-04	 4.2093e+00	 4.6765e+00
19330	-1.3200e-02	-8.0000e-04	 4.3517e+00	 5.1219e+00
19331	-1.3000e-02	-8.0000e-04	 4.3343e+00	 4.7872e+00
19332	-1.2800e-02	-8.0000e-04	 4.3011e+00	 4.3560e+00
19333	-1.2600e-02	-8.0000e-04	 4.3520e+00	 4.7593e+00
19334	-1.2400e-02	-8.0000e-04	 4.2892e+00	 4.8766e+00
19335	-1.2200e-02	-8.0000e-04	 4.3924e+00	 4.2777e+00
19336	-1.2000e-02	-8.0000e-04	 4.3359e+00	 4.4381e+00
19337	-1.1800e-02	-8.0000e-04	 4.4095e+00	 3.9276e+00
19338	-1.1600e-02	-8.0000e-04	 4.3333e+00	 4.1252e+00
19339	-1.1400e-02	-8.0000e-04	 4.4582e+00	 4.1646e+00
19340	-1.1200e-02	-8.0000e-04	 4.3375e+00	 3.5532e+00
19341	-1.1000e-02	-8.0000e-04	 4.3208e+00	 3.3711e+00
19342	-1.0800e-02	-8.0000e-04	 4.4644e+00	 2.5030e+00
19343	-1.0600e-02	-8.0000e-04	 4.2945e+00	 3.7478e+00
19344	-1.0400e-02	-8.0000e-04	 4.4164e+00	 2.8989e+00
19345	-1.0200e-02	-8.0000e-04	 4.4694e+00	 2.7104e+00
19346	-1.0000e-02	-8.0000e-04	 4.3165e+00	 3.1233e+00
19347	-9.8000e-03	-8.0000e-04	 4.3076e+00	 2.8391e+00
19348	-9.6000e-03	-8.0000e-04	 4.5384e+00	 2.5224e+00
19349	-9.4000e-03	-8.0000e-04	 4.3162e+00	 3.0786e+00
