	x (m)	y (m)	Mesure ch1 (V)	Mesure ch2 (V)
0	-2.0000e-02	-2.0000e-02	 4.3191e+00	 5.9236e+00
1	-1.9800e-02	-2.0000e-02	 4.2498e+00	 6.3523e+00
2	-1.9600e-02	-2.0000e-02	 4.3681e+00	 5.2800e+00
3	-1.9400e-02	-2.0000e-02	 4.2866e+00	 6.3089e+00
4	-1.9200e-02	-2.0000e-02	 4.2577e+00	 4.7718e+00
5	-1.9000e-02	-2.0000e-02	 4.2186e+00	 3.0704e+00
6	-1.8800e-02	-2.0000e-02	 4.3711e+00	 6.7014e+00
7	-1.8600e-02	-2.0000e-02	 4.4178e+00	 4.1475e+00
8	-1.8400e-02	-2.0000e-02	 4.2974e+00	 5.6642e+00
9	-1.8200e-02	-2.0000e-02	 4.2803e+00	 4.6870e+00
10	-1.8000e-02	-2.0000e-02	 4.2550e+00	 4.8822e+00
11	-1.7800e-02	-2.0000e-02	 4.2899e+00	 3.6676e+00
12	-1.7600e-02	-2.0000e-02	 4.2889e+00	 4.7218e+00
13	-1.7400e-02	-2.0000e-02	 4.2961e+00	 4.6692e+00
14	-1.7200e-02	-2.0000e-02	 4.2771e+00	 3.4076e+00
15	-1.7000e-02	-2.0000e-02	 4.4204e+00	 2.6785e+00
16	-1.6800e-02	-2.0000e-02	 4.3642e+00	 4.3965e+00
17	-1.6600e-02	-2.0000e-02	 4.2393e+00	 3.4500e+00
18	-1.6400e-02	-2.0000e-02	 4.4224e+00	 3.9227e+00
19	-1.6200e-02	-2.0000e-02	 4.1683e+00	 4.0146e+00
20	-1.6000e-02	-2.0000e-02	 4.3001e+00	 2.8610e+00
21	-1.5800e-02	-2.0000e-02	 4.2836e+00	 4.4498e+00
22	-1.5600e-02	-2.0000e-02	 4.2636e+00	 4.2136e+00
23	-1.5400e-02	-2.0000e-02	 4.3497e+00	 3.0459e+00
24	-1.5200e-02	-2.0000e-02	 4.2255e+00	 3.0843e+00
25	-1.5000e-02	-2.0000e-02	 4.3961e+00	 3.8405e+00
26	-1.4800e-02	-2.0000e-02	 4.2761e+00	 3.0138e+00
27	-1.4600e-02	-2.0000e-02	 4.3625e+00	 3.3521e+00
28	-1.4400e-02	-2.0000e-02	 4.3188e+00	 3.3412e+00
29	-1.4200e-02	-2.0000e-02	 4.3717e+00	 3.4819e+00
30	-1.4000e-02	-2.0000e-02	 4.3405e+00	 2.7900e+00
31	-1.3800e-02	-2.0000e-02	 4.3500e+00	 2.9862e+00
32	-1.3600e-02	-2.0000e-02	 4.4664e+00	 3.6380e+00
33	-1.3400e-02	-2.0000e-02	 4.2784e+00	 3.0046e+00
34	-1.3200e-02	-2.0000e-02	 4.4776e+00	 3.3369e+00
35	-1.3000e-02	-2.0000e-02	 4.3132e+00	 3.5200e+00
36	-1.2800e-02	-2.0000e-02	 4.2526e+00	 3.3192e+00
37	-1.2600e-02	-2.0000e-02	 4.3027e+00	 2.7712e+00
38	-1.2400e-02	-2.0000e-02	 4.3546e+00	 2.8833e+00
39	-1.2200e-02	-2.0000e-02	 4.4283e+00	 3.2839e+00
40	-1.2000e-02	-2.0000e-02	 4.4125e+00	 3.0523e+00
41	-1.1800e-02	-2.0000e-02	 4.3461e+00	 3.9620e+00
42	-1.1600e-02	-2.0000e-02	 4.3517e+00	 2.5727e+00
43	-1.1400e-02	-2.0000e-02	 4.4595e+00	 3.2137e+00
44	-1.1200e-02	-2.0000e-02	 4.3016e+00	 2.6881e+00
45	-1.1000e-02	-2.0000e-02	 4.3546e+00	 2.2943e+00
46	-1.0800e-02	-2.0000e-02	 4.4247e+00	 2.6667e+00
47	-1.0600e-02	-2.0000e-02	 4.3415e+00	 2.3023e+00
48	-1.0400e-02	-2.0000e-02	 4.3487e+00	 2.7384e+00
49	-1.0200e-02	-2.0000e-02	 4.2629e+00	 2.3242e+00
50	-1.0000e-02	-2.0000e-02	 4.5308e+00	 2.1891e+00
51	-9.8000e-03	-2.0000e-02	 4.5065e+00	 2.9241e+00
52	-9.6000e-03	-2.0000e-02	 4.3911e+00	 2.7176e+00
53	-9.4000e-03	-2.0000e-02	 4.3086e+00	 3.0161e+00
54	-9.2000e-03	-2.0000e-02	 4.2623e+00	 2.8195e+00
55	-9.0000e-03	-2.0000e-02	 4.4090e+00	 2.5733e+00
56	-8.8000e-03	-2.0000e-02	 4.4904e+00	 2.4302e+00
57	-8.6000e-03	-2.0000e-02	 4.4151e+00	 2.4839e+00
58	-8.4000e-03	-2.0000e-02	 4.3080e+00	 2.3958e+00
59	-8.2000e-03	-2.0000e-02	 4.3951e+00	 3.1336e+00
60	-8.0000e-03	-2.0000e-02	 4.3911e+00	 3.2354e+00
61	-7.8000e-03	-2.0000e-02	 4.4289e+00	 2.8153e+00
62	-7.6000e-03	-2.0000e-02	 4.3435e+00	 3.7899e+00
63	-7.4000e-03	-2.0000e-02	 4.4942e+00	 2.7476e+00
64	-7.2000e-03	-2.0000e-02	 4.4099e+00	 3.0528e+00
65	-7.0000e-03	-2.0000e-02	 4.3402e+00	 3.8810e+00
66	-6.8000e-03	-2.0000e-02	 4.4493e+00	 2.9694e+00
67	-6.6000e-03	-2.0000e-02	 4.2896e+00	 3.6905e+00
68	-6.4000e-03	-2.0000e-02	 4.2797e+00	 3.3805e+00
69	-6.2000e-03	-2.0000e-02	 4.3333e+00	 2.8080e+00
70	-6.0000e-03	-2.0000e-02	 4.3839e+00	 3.6647e+00
71	-5.8000e-03	-2.0000e-02	 4.4491e+00	 3.1045e+00
72	-5.6000e-03	-2.0000e-02	 4.2876e+00	 4.1582e+00
73	-5.4000e-03	-2.0000e-02	 4.3865e+00	 4.0461e+00
74	-5.2000e-03	-2.0000e-02	 4.3776e+00	 3.6048e+00
75	-5.0000e-03	-2.0000e-02	 4.3602e+00	 4.3823e+00
76	-4.8000e-03	-2.0000e-02	 4.3313e+00	 4.7813e+00
77	-4.6000e-03	-2.0000e-02	 4.2633e+00	 4.4930e+00
78	-4.4000e-03	-2.0000e-02	 4.4487e+00	 4.0834e+00
79	-4.2000e-03	-2.0000e-02	 4.3964e+00	 4.8208e+00
80	-4.0000e-03	-2.0000e-02	 4.3198e+00	 4.9624e+00
81	-3.8000e-03	-2.0000e-02	 4.3004e+00	 6.0840e+00
82	-3.6000e-03	-2.0000e-02	 4.4391e+00	 6.0267e+00
83	-3.4000e-03	-2.0000e-02	 4.2573e+00	 3.6650e+00
84	-3.2000e-03	-2.0000e-02	 4.3655e+00	 4.4204e+00
85	-3.0000e-03	-2.0000e-02	 4.4158e+00	 5.7832e+00
86	-2.8000e-03	-2.0000e-02	 4.2948e+00	 4.6102e+00
87	-2.6000e-03	-2.0000e-02	 4.2646e+00	 4.8625e+00
88	-2.4000e-03	-2.0000e-02	 4.3326e+00	 3.6653e+00
89	-2.2000e-03	-2.0000e-02	 4.3727e+00	 4.4536e+00
90	-2.0000e-03	-2.0000e-02	 4.2330e+00	 5.9072e+00
91	-1.8000e-03	-2.0000e-02	 4.3076e+00	 3.7906e+00
92	-1.6000e-03	-2.0000e-02	 4.2889e+00	 4.3885e+00
93	-1.4000e-03	-2.0000e-02	 4.3951e+00	 5.5761e+00
94	-1.2000e-03	-2.0000e-02	 4.3030e+00	 5.7846e+00
95	-1.0000e-03	-2.0000e-02	 4.3688e+00	 5.6314e+00
96	-8.0000e-04	-2.0000e-02	 4.3428e+00	 5.5038e+00
97	-6.0000e-04	-2.0000e-02	 4.3211e+00	 4.0305e+00
98	-4.0000e-04	-2.0000e-02	 4.2378e+00	 5.3750e+00
99	-2.0000e-04	-2.0000e-02	 4.3678e+00	 4.9789e+00
100	 0.0000e+00	-2.0000e-02	 4.3444e+00	 4.2121e+00
101	 2.0000e-04	-2.0000e-02	 4.3832e+00	 6.3092e+00
102	 4.0000e-04	-2.0000e-02	 4.2807e+00	 3.7396e+00
103	 6.0000e-04	-2.0000e-02	 4.1890e+00	 6.0521e+00
104	 8.0000e-04	-2.0000e-02	 4.2494e+00	 3.8300e+00
105	 1.0000e-03	-2.0000e-02	 4.2619e+00	 4.4819e+00
106	 1.2000e-03	-2.0000e-02	 4.4102e+00	 6.0880e+00
107	 1.4000e-03	-2.0000e-02	 4.2070e+00	 4.9828e+00
108	 1.6000e-03	-2.0000e-02	 4.3425e+00	 3.3340e+00
109	 1.8000e-03	-2.0000e-02	 4.2396e+00	 3.2807e+00
110	 2.0000e-03	-2.0000e-02	 4.2799e+00	 4.0881e+00
111	 2.2000e-03	-2.0000e-02	 4.3119e+00	 3.4974e+00
112	 2.4000e-03	-2.0000e-02	 4.2491e+00	 5.5522e+00
113	 2.6000e-03	-2.0000e-02	 4.2731e+00	 5.9325e+00
114	 2.8000e-03	-2.0000e-02	 4.3155e+00	 4.0831e+00
115	 3.0000e-03	-2.0000e-02	 4.3796e+00	 3.5914e+00
116	 3.2000e-03	-2.0000e-02	 4.3428e+00	 3.0940e+00
117	 3.4000e-03	-2.0000e-02	 4.3361e+00	 4.0904e+00
118	 3.6000e-03	-2.0000e-02	 4.3320e+00	 4.8204e+00
119	 3.8000e-03	-2.0000e-02	 4.3569e+00	 5.7737e+00
120	 4.0000e-03	-2.0000e-02	 4.2504e+00	 4.3043e+00
121	 4.2000e-03	-2.0000e-02	 4.2879e+00	 3.6124e+00
122	 4.4000e-03	-2.0000e-02	 4.2715e+00	 3.2863e+00
123	 4.6000e-03	-2.0000e-02	 4.3563e+00	 3.3113e+00
124	 4.8000e-03	-2.0000e-02	 4.2951e+00	 3.9838e+00
125	 5.0000e-03	-2.0000e-02	 4.3951e+00	 4.8106e+00
126	 5.2000e-03	-2.0000e-02	 4.2780e+00	 4.1620e+00
127	 5.4000e-03	-2.0000e-02	 4.3135e+00	 3.9112e+00
128	 5.6000e-03	-2.0000e-02	 4.2644e+00	 3.4835e+00
129	 5.8000e-03	-2.0000e-02	 4.3533e+00	 4.0746e+00
130	 6.0000e-03	-2.0000e-02	 4.3402e+00	 4.1357e+00
131	 6.2000e-03	-2.0000e-02	 4.2011e+00	 3.8570e+00
132	 6.4000e-03	-2.0000e-02	 4.2942e+00	 3.4175e+00
133	 6.6000e-03	-2.0000e-02	 4.3589e+00	 3.4457e+00
134	 6.8000e-03	-2.0000e-02	 4.3951e+00	 3.5841e+00
135	 7.0000e-03	-2.0000e-02	 4.3911e+00	 3.1198e+00
136	 7.2000e-03	-2.0000e-02	 4.3237e+00	 3.8233e+00
137	 7.4000e-03	-2.0000e-02	 4.3665e+00	 3.3974e+00
138	 7.6000e-03	-2.0000e-02	 4.4204e+00	 3.0664e+00
139	 7.8000e-03	-2.0000e-02	 4.3635e+00	 3.4188e+00
140	 8.0000e-03	-2.0000e-02	 4.4026e+00	 2.9514e+00
141	 8.2000e-03	-2.0000e-02	 4.4224e+00	 2.9895e+00
142	 8.4000e-03	-2.0000e-02	 4.3533e+00	 2.9606e+00
143	 8.6000e-03	-2.0000e-02	 4.5279e+00	 2.9514e+00
144	 8.8000e-03	-2.0000e-02	 4.3277e+00	 2.6006e+00
145	 9.0000e-03	-2.0000e-02	 4.3888e+00	 2.6795e+00
146	 9.2000e-03	-2.0000e-02	 4.3816e+00	 2.7995e+00
147	 9.4000e-03	-2.0000e-02	 4.3951e+00	 2.3639e+00
148	 9.6000e-03	-2.0000e-02	 4.4082e+00	 2.4068e+00
149	 9.8000e-03	-2.0000e-02	 4.4187e+00	 3.1453e+00
150	 1.0000e-02	-2.0000e-02	 4.4605e+00	 3.0947e+00
151	 1.0200e-02	-2.0000e-02	 4.4855e+00	 2.7518e+00
152	 1.0400e-02	-2.0000e-02	 4.4496e+00	 2.8988e+00
153	 1.0600e-02	-2.0000e-02	 4.4233e+00	 2.5701e+00
154	 1.0800e-02	-2.0000e-02	 4.3297e+00	 2.6215e+00
155	 1.1000e-02	-2.0000e-02	 4.4723e+00	 3.2942e+00
156	 1.1200e-02	-2.0000e-02	 4.4385e+00	 2.7530e+00
157	 1.1400e-02	-2.0000e-02	 4.4552e+00	 2.3758e+00
158	 1.1600e-02	-2.0000e-02	 4.5637e+00	 2.8352e+00
159	 1.1800e-02	-2.0000e-02	 4.4733e+00	 2.7499e+00
160	 1.2000e-02	-2.0000e-02	 4.4516e+00	 2.6023e+00
161	 1.2200e-02	-2.0000e-02	 4.3846e+00	 2.8080e+00
162	 1.2400e-02	-2.0000e-02	 4.5818e+00	 2.7725e+00
163	 1.2600e-02	-2.0000e-02	 4.4891e+00	 2.6700e+00
164	 1.2800e-02	-2.0000e-02	 4.3546e+00	 2.6588e+00
165	 1.3000e-02	-2.0000e-02	 4.4881e+00	 2.7229e+00
166	 1.3200e-02	-2.0000e-02	 4.5772e+00	 2.5336e+00
167	 1.3400e-02	-2.0000e-02	 4.4056e+00	 2.4276e+00
168	 1.3600e-02	-2.0000e-02	 4.3984e+00	 2.4839e+00
169	 1.3800e-02	-2.0000e-02	 4.4155e+00	 2.9436e+00
170	 1.4000e-02	-2.0000e-02	 4.4776e+00	 2.6907e+00
171	 1.4200e-02	-2.0000e-02	 4.4473e+00	 2.6407e+00
172	 1.4400e-02	-2.0000e-02	 4.4838e+00	 2.7801e+00
173	 1.4600e-02	-2.0000e-02	 4.3846e+00	 2.6835e+00
174	 1.4800e-02	-2.0000e-02	 4.4523e+00	 2.5493e+00
175	 1.5000e-02	-2.0000e-02	 4.3632e+00	 2.7079e+00
176	 1.5200e-02	-2.0000e-02	 4.5170e+00	 2.3118e+00
177	 1.5400e-02	-2.0000e-02	 4.3622e+00	 3.0184e+00
178	 1.5600e-02	-2.0000e-02	 4.3484e+00	 2.7025e+00
179	 1.5800e-02	-2.0000e-02	 4.3259e+00	 2.3465e+00
180	 1.6000e-02	-2.0000e-02	 4.3550e+00	 2.6769e+00
181	 1.6200e-02	-2.0000e-02	 4.4325e+00	 2.1634e+00
182	 1.6400e-02	-2.0000e-02	 4.5190e+00	 2.4862e+00
183	 1.6600e-02	-2.0000e-02	 4.3543e+00	 2.7101e+00
184	 1.6800e-02	-2.0000e-02	 4.4247e+00	 2.9875e+00
185	 1.7000e-02	-2.0000e-02	 4.4148e+00	 3.0457e+00
186	 1.7200e-02	-2.0000e-02	 4.3461e+00	 2.5115e+00
187	 1.7400e-02	-2.0000e-02	 4.3017e+00	 2.8943e+00
188	 1.7600e-02	-2.0000e-02	 4.3320e+00	 2.7568e+00
189	 1.7800e-02	-2.0000e-02	 4.4187e+00	 2.6516e+00
190	 1.8000e-02	-2.0000e-02	 4.3895e+00	 3.6492e+00
191	 1.8200e-02	-2.0000e-02	 4.4815e+00	 3.3770e+00
192	 1.8400e-02	-2.0000e-02	 4.3763e+00	 3.2811e+00
193	 1.8600e-02	-2.0000e-02	 4.3793e+00	 3.2416e+00
194	 1.8800e-02	-2.0000e-02	 4.3477e+00	 2.5796e+00
195	 1.9000e-02	-2.0000e-02	 4.2840e+00	 4.1015e+00
196	 1.9200e-02	-2.0000e-02	 4.4217e+00	 3.1958e+00
197	 1.9400e-02	-2.0000e-02	 4.3648e+00	 2.9070e+00
198	 1.9600e-02	-2.0000e-02	 4.3050e+00	 3.9648e+00
199	 1.9800e-02	-2.0000e-02	 4.4454e+00	 2.5701e+00
200	 2.0000e-02	-2.0000e-02	 4.2771e+00	 2.6690e+00
201	-2.0000e-02	-1.9800e-02	 4.3813e+00	 6.4351e+00
202	-1.9800e-02	-1.9800e-02	 4.2958e+00	 5.2162e+00
203	-1.9600e-02	-1.9800e-02	 4.2498e+00	 6.7581e+00
204	-1.9400e-02	-1.9800e-02	 4.3504e+00	 4.7297e+00
205	-1.9200e-02	-1.9800e-02	 4.2682e+00	 5.8301e+00
206	-1.9000e-02	-1.9800e-02	 4.1900e+00	 5.3000e+00
207	-1.8800e-02	-1.9800e-02	 4.4496e+00	 6.5820e+00
208	-1.8600e-02	-1.9800e-02	 4.2093e+00	 6.1409e+00
209	-1.8400e-02	-1.9800e-02	 4.4539e+00	 4.1982e+00
210	-1.8200e-02	-1.9800e-02	 4.2984e+00	 2.9668e+00
211	-1.8000e-02	-1.9800e-02	 4.3356e+00	 3.6334e+00
212	-1.7800e-02	-1.9800e-02	 4.3661e+00	 4.0147e+00
213	-1.7600e-02	-1.9800e-02	 4.4297e+00	 3.3931e+00
214	-1.7400e-02	-1.9800e-02	 4.3947e+00	 5.0394e+00
215	-1.7200e-02	-1.9800e-02	 4.2784e+00	 3.4296e+00
216	-1.7000e-02	-1.9800e-02	 4.2994e+00	 3.0847e+00
217	-1.6800e-02	-1.9800e-02	 4.2629e+00	 3.8971e+00
218	-1.6600e-02	-1.9800e-02	 4.3668e+00	 3.8566e+00
219	-1.6400e-02	-1.9800e-02	 4.3987e+00	 3.5473e+00
220	-1.6200e-02	-1.9800e-02	 4.2978e+00	 3.7784e+00
221	-1.6000e-02	-1.9800e-02	 4.2606e+00	 2.8629e+00
222	-1.5800e-02	-1.9800e-02	 4.3602e+00	 3.1249e+00
223	-1.5600e-02	-1.9800e-02	 4.3162e+00	 3.2666e+00
224	-1.5400e-02	-1.9800e-02	 4.3915e+00	 2.5592e+00
225	-1.5200e-02	-1.9800e-02	 4.5249e+00	 3.6842e+00
226	-1.5000e-02	-1.9800e-02	 4.2690e+00	 3.1923e+00
227	-1.4800e-02	-1.9800e-02	 4.3688e+00	 3.4165e+00
228	-1.4600e-02	-1.9800e-02	 4.2984e+00	 3.1226e+00
229	-1.4400e-02	-1.9800e-02	 4.3514e+00	 3.7725e+00
230	-1.4200e-02	-1.9800e-02	 4.3464e+00	 2.6979e+00
231	-1.4000e-02	-1.9800e-02	 4.4036e+00	 3.2456e+00
232	-1.3800e-02	-1.9800e-02	 4.3970e+00	 2.0320e+00
233	-1.3600e-02	-1.9800e-02	 4.2734e+00	 2.9007e+00
234	-1.3400e-02	-1.9800e-02	 4.3921e+00	 4.0134e+00
235	-1.3200e-02	-1.9800e-02	 4.3464e+00	 3.5585e+00
236	-1.3000e-02	-1.9800e-02	 4.3428e+00	 4.0470e+00
237	-1.2800e-02	-1.9800e-02	 4.3773e+00	 3.6584e+00
238	-1.2600e-02	-1.9800e-02	 4.3642e+00	 2.9142e+00
239	-1.2400e-02	-1.9800e-02	 4.4026e+00	 2.4728e+00
240	-1.2200e-02	-1.9800e-02	 4.3681e+00	 2.5562e+00
241	-1.2000e-02	-1.9800e-02	 4.3425e+00	 2.8261e+00
242	-1.1800e-02	-1.9800e-02	 4.3803e+00	 2.8350e+00
243	-1.1600e-02	-1.9800e-02	 4.3408e+00	 2.4586e+00
244	-1.1400e-02	-1.9800e-02	 4.4411e+00	 3.1571e+00
245	-1.1200e-02	-1.9800e-02	 4.4306e+00	 2.4741e+00
246	-1.1000e-02	-1.9800e-02	 4.4697e+00	 1.9141e+00
247	-1.0800e-02	-1.9800e-02	 4.4480e+00	 2.2721e+00
248	-1.0600e-02	-1.9800e-02	 4.5157e+00	 2.9267e+00
249	-1.0400e-02	-1.9800e-02	 4.3499e+00	 2.7998e+00
250	-1.0200e-02	-1.9800e-02	 4.4582e+00	 2.2144e+00
251	-1.0000e-02	-1.9800e-02	 4.3372e+00	 2.8544e+00
252	-9.8000e-03	-1.9800e-02	 4.4253e+00	 2.8248e+00
253	-9.6000e-03	-1.9800e-02	 4.4807e+00	 2.8447e+00
254	-9.4000e-03	-1.9800e-02	 4.4204e+00	 2.9911e+00
255	-9.2000e-03	-1.9800e-02	 4.4332e+00	 2.8209e+00
256	-9.0000e-03	-1.9800e-02	 4.4500e+00	 3.3185e+00
257	-8.8000e-03	-1.9800e-02	 4.3885e+00	 4.0256e+00
258	-8.6000e-03	-1.9800e-02	 4.3126e+00	 2.1758e+00
259	-8.4000e-03	-1.9800e-02	 4.5058e+00	 3.5582e+00
260	-8.2000e-03	-1.9800e-02	 4.4976e+00	 3.0036e+00
261	-8.0000e-03	-1.9800e-02	 4.4010e+00	 2.9205e+00
262	-7.8000e-03	-1.9800e-02	 4.4176e+00	 3.2380e+00
263	-7.6000e-03	-1.9800e-02	 4.4214e+00	 3.1624e+00
264	-7.4000e-03	-1.9800e-02	 4.4812e+00	 3.6006e+00
265	-7.2000e-03	-1.9800e-02	 4.2353e+00	 2.4921e+00
266	-7.0000e-03	-1.9800e-02	 4.4237e+00	 2.3538e+00
267	-6.8000e-03	-1.9800e-02	 4.3632e+00	 3.7099e+00
268	-6.6000e-03	-1.9800e-02	 4.3412e+00	 2.8804e+00
269	-6.4000e-03	-1.9800e-02	 4.3645e+00	 3.0279e+00
270	-6.2000e-03	-1.9800e-02	 4.3563e+00	 3.0748e+00
271	-6.0000e-03	-1.9800e-02	 4.3579e+00	 2.6867e+00
272	-5.8000e-03	-1.9800e-02	 4.4322e+00	 3.3918e+00
273	-5.6000e-03	-1.9800e-02	 4.2662e+00	 5.1510e+00
274	-5.4000e-03	-1.9800e-02	 4.3560e+00	 3.4323e+00
275	-5.2000e-03	-1.9800e-02	 4.3431e+00	 5.3365e+00
276	-5.0000e-03	-1.9800e-02	 4.2974e+00	 4.7465e+00
277	-4.8000e-03	-1.9800e-02	 4.3642e+00	 3.1180e+00
278	-4.6000e-03	-1.9800e-02	 4.3799e+00	 5.1462e+00
279	-4.4000e-03	-1.9800e-02	 4.2679e+00	 3.5095e+00
280	-4.2000e-03	-1.9800e-02	 4.3540e+00	 4.3796e+00
281	-4.0000e-03	-1.9800e-02	 4.2557e+00	 5.3973e+00
282	-3.8000e-03	-1.9800e-02	 4.5095e+00	 4.5979e+00
283	-3.6000e-03	-1.9800e-02	 4.4178e+00	 3.5209e+00
284	-3.4000e-03	-1.9800e-02	 4.3377e+00	 4.7908e+00
285	-3.2000e-03	-1.9800e-02	 4.2223e+00	 4.7350e+00
286	-3.0000e-03	-1.9800e-02	 4.2882e+00	 4.8040e+00
287	-2.8000e-03	-1.9800e-02	 4.3791e+00	 4.5307e+00
288	-2.6000e-03	-1.9800e-02	 4.2034e+00	 6.2507e+00
289	-2.4000e-03	-1.9800e-02	 4.4620e+00	 6.2750e+00
290	-2.2000e-03	-1.9800e-02	 4.3073e+00	 5.1452e+00
291	-2.0000e-03	-1.9800e-02	 4.3083e+00	 4.9003e+00
292	-1.8000e-03	-1.9800e-02	 4.3507e+00	 4.1351e+00
293	-1.6000e-03	-1.9800e-02	 4.2800e+00	 4.4477e+00
294	-1.4000e-03	-1.9800e-02	 4.1924e+00	 4.3318e+00
295	-1.2000e-03	-1.9800e-02	 4.3612e+00	 5.2185e+00
296	-1.0000e-03	-1.9800e-02	 4.3711e+00	 5.8230e+00
297	-8.0000e-04	-1.9800e-02	 4.2843e+00	 4.2126e+00
298	-6.0000e-04	-1.9800e-02	 4.2416e+00	 4.6248e+00
299	-4.0000e-04	-1.9800e-02	 4.2524e+00	 5.3737e+00
300	-2.0000e-04	-1.9800e-02	 4.2945e+00	 5.5765e+00
301	 0.0000e+00	-1.9800e-02	 4.2909e+00	 6.0666e+00
302	 2.0000e-04	-1.9800e-02	 4.3007e+00	 5.3317e+00
303	 4.0000e-04	-1.9800e-02	 4.3757e+00	 3.6032e+00
304	 6.0000e-04	-1.9800e-02	 4.2850e+00	 4.2652e+00
305	 8.0000e-04	-1.9800e-02	 4.3869e+00	 4.4784e+00
306	 1.0000e-03	-1.9800e-02	 4.2790e+00	 4.6433e+00
307	 1.2000e-03	-1.9800e-02	 4.1528e+00	 5.0459e+00
308	 1.4000e-03	-1.9800e-02	 4.3591e+00	 3.7929e+00
309	 1.6000e-03	-1.9800e-02	 4.3043e+00	 3.9161e+00
310	 1.8000e-03	-1.9800e-02	 4.3020e+00	 6.6892e+00
311	 2.0000e-03	-1.9800e-02	 4.3198e+00	 5.3861e+00
312	 2.2000e-03	-1.9800e-02	 4.3869e+00	 5.0275e+00
313	 2.4000e-03	-1.9800e-02	 4.3132e+00	 4.1906e+00
314	 2.6000e-03	-1.9800e-02	 4.1919e+00	 5.2724e+00
315	 2.8000e-03	-1.9800e-02	 4.4631e+00	 5.7323e+00
316	 3.0000e-03	-1.9800e-02	 4.2914e+00	 4.5423e+00
317	 3.2000e-03	-1.9800e-02	 4.3129e+00	 4.3799e+00
318	 3.4000e-03	-1.9800e-02	 4.3484e+00	 5.7657e+00
319	 3.6000e-03	-1.9800e-02	 4.2909e+00	 3.4711e+00
320	 3.8000e-03	-1.9800e-02	 4.2314e+00	 5.0137e+00
321	 4.0000e-03	-1.9800e-02	 4.3402e+00	 4.6313e+00
322	 4.2000e-03	-1.9800e-02	 4.3510e+00	 3.5253e+00
323	 4.4000e-03	-1.9800e-02	 4.2672e+00	 3.6834e+00
324	 4.6000e-03	-1.9800e-02	 4.3382e+00	 4.8413e+00
325	 4.8000e-03	-1.9800e-02	 4.2284e+00	 3.6377e+00
326	 5.0000e-03	-1.9800e-02	 4.3875e+00	 4.1222e+00
327	 5.2000e-03	-1.9800e-02	 4.3484e+00	 4.6064e+00
328	 5.4000e-03	-1.9800e-02	 4.3122e+00	 4.0611e+00
329	 5.6000e-03	-1.9800e-02	 4.2896e+00	 4.0075e+00
330	 5.8000e-03	-1.9800e-02	 4.3957e+00	 3.8121e+00
331	 6.0000e-03	-1.9800e-02	 4.3346e+00	 3.7281e+00
332	 6.2000e-03	-1.9800e-02	 4.2409e+00	 3.9776e+00
333	 6.4000e-03	-1.9800e-02	 4.4575e+00	 3.5195e+00
334	 6.6000e-03	-1.9800e-02	 4.3270e+00	 3.1989e+00
335	 6.8000e-03	-1.9800e-02	 4.3533e+00	 2.8472e+00
336	 7.0000e-03	-1.9800e-02	 4.2807e+00	 4.0215e+00
337	 7.2000e-03	-1.9800e-02	 4.3816e+00	 3.6331e+00
338	 7.4000e-03	-1.9800e-02	 4.4135e+00	 4.3328e+00
339	 7.6000e-03	-1.9800e-02	 4.4039e+00	 3.3496e+00
340	 7.8000e-03	-1.9800e-02	 4.4554e+00	 3.4134e+00
341	 8.0000e-03	-1.9800e-02	 4.4342e+00	 3.2883e+00
342	 8.2000e-03	-1.9800e-02	 4.4023e+00	 3.1086e+00
343	 8.4000e-03	-1.9800e-02	 4.2731e+00	 2.6499e+00
344	 8.6000e-03	-1.9800e-02	 4.4089e+00	 2.3893e+00
345	 8.8000e-03	-1.9800e-02	 4.2873e+00	 2.4218e+00
346	 9.0000e-03	-1.9800e-02	 4.4996e+00	 2.9001e+00
347	 9.2000e-03	-1.9800e-02	 4.3997e+00	 3.3882e+00
348	 9.4000e-03	-1.9800e-02	 4.5151e+00	 2.8662e+00
349	 9.6000e-03	-1.9800e-02	 4.3421e+00	 2.7425e+00
350	 9.8000e-03	-1.9800e-02	 4.4976e+00	 2.5178e+00
351	 1.0000e-02	-1.9800e-02	 4.4819e+00	 2.8564e+00
352	 1.0200e-02	-1.9800e-02	 4.3737e+00	 3.0227e+00
353	 1.0400e-02	-1.9800e-02	 4.3974e+00	 2.9533e+00
354	 1.0600e-02	-1.9800e-02	 4.3875e+00	 2.1181e+00
355	 1.0800e-02	-1.9800e-02	 4.4812e+00	 2.7199e+00
356	 1.1000e-02	-1.9800e-02	 4.5095e+00	 2.6795e+00
357	 1.1200e-02	-1.9800e-02	 4.3576e+00	 2.7157e+00
358	 1.1400e-02	-1.9800e-02	 4.4684e+00	 2.8659e+00
359	 1.1600e-02	-1.9800e-02	 4.5085e+00	 2.7052e+00
360	 1.1800e-02	-1.9800e-02	 4.5483e+00	 2.9494e+00
361	 1.2000e-02	-1.9800e-02	 4.5367e+00	 2.6105e+00
362	 1.2200e-02	-1.9800e-02	 4.4048e+00	 2.6992e+00
363	 1.2400e-02	-1.9800e-02	 4.5939e+00	 2.6675e+00
364	 1.2600e-02	-1.9800e-02	 4.4549e+00	 2.6263e+00
365	 1.2800e-02	-1.9800e-02	 4.3586e+00	 3.0544e+00
366	 1.3000e-02	-1.9800e-02	 4.3977e+00	 2.7045e+00
